term_str,n,p,i,n_chars,max_pos,n_pos,stem_porter,stem_snowball,stem_lancaster,stop,df,idf,dfidf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,pos_group
haunch,1,2.257270102683217e-06,18.75698950901925,6,NN,1,haunch,haunch,haunch,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
yorkshire,1,2.257270102683217e-06,18.75698950901925,9,NNP,1,yorkshir,yorkshir,yorkshir,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
foulest,1,2.257270102683217e-06,18.75698950901925,7,JJS,1,foulest,foulest,foulest,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
food—,1,2.257270102683217e-06,18.75698950901925,5,NN,1,food—,food—,food—,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
stomach—such,1,2.257270102683217e-06,18.75698950901925,12,JJ,1,stomach—such,stomach—such,stomach—such,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
mure,1,2.257270102683217e-06,18.75698950901925,4,NN,1,mure,mure,mur,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
unfather,1,2.257270102683217e-06,18.75698950901925,8,NNP,1,unfath,unfath,unfath,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
births,1,2.257270102683217e-06,18.75698950901925,6,NNS,1,birth,birth,birth,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
great-grandsire,1,2.257270102683217e-06,18.75698950901925,15,NN,1,great-grandsir,great-grandsir,great-grandsire,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
immortally,1,2.257270102683217e-06,18.75698950901925,10,RB,1,immort,immort,immort,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,RB
incredulous,1,2.257270102683217e-06,18.75698950901925,11,JJ,1,incredul,incredul,incred,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
aconitum,1,2.257270102683217e-06,18.75698950901925,8,NN,1,aconitum,aconitum,aconit,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
perkes,1,2.257270102683217e-06,18.75698950901925,6,NNP,1,perk,perk,perk,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
quantities,1,2.257270102683217e-06,18.75698950901925,10,NNS,1,quantiti,quantiti,quant,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
coherence,1,2.257270102683217e-06,18.75698950901925,9,NN,1,coher,coher,coh,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
justice-like,1,2.257270102683217e-06,18.75698950901925,12,JJ,1,justice-lik,justice-lik,justice-lik,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
curry,1,2.257270102683217e-06,18.75698950901925,5,VB,1,curri,curri,curry,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
intervallums,1,2.257270102683217e-06,18.75698950901925,12,NNS,1,intervallum,intervallum,intervallum,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
hideously,1,2.257270102683217e-06,18.75698950901925,9,RB,1,hideous,hideous,hid,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,RB
overturn,1,2.257270102683217e-06,18.75698950901925,8,JJ,1,overturn,overturn,overturn,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
sorrier,1,2.257270102683217e-06,18.75698950901925,7,NN,1,sorrier,sorrier,sorry,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
swims,1,2.257270102683217e-06,18.75698950901925,5,VBZ,1,swim,swim,swim,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
remission,1,2.257270102683217e-06,18.75698950901925,9,NN,1,remiss,remiss,remit,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
measured,1,2.257270102683217e-06,18.75698950901925,8,VBN,1,measur,measur,meas,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
administration,1,2.257270102683217e-06,18.75698950901925,14,NN,1,administr,administr,admin,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
silencing,1,2.257270102683217e-06,18.75698950901925,9,VBG,1,silenc,silenc,sil,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
considerance,1,2.257270102683217e-06,18.75698950901925,12,NN,1,consider,consider,consid,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
misbecame,1,2.257270102683217e-06,18.75698950901925,9,VBP,1,misbecam,misbecam,misbecam,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
sawed,1,2.257270102683217e-06,18.75698950901925,5,VBN,1,saw,saw,saw,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
woncot,1,2.257270102683217e-06,18.75698950901925,6,NNP,1,woncot,woncot,woncot,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
potable,1,2.257270102683217e-06,18.75698950901925,7,NN,1,potabl,potabl,pot,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
backbitten,1,2.257270102683217e-06,18.75698950901925,10,JJ,1,backbitten,backbitten,backbit,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
accusing,1,2.257270102683217e-06,18.75698950901925,8,VBG,1,accus,accus,accus,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
by-paths,1,2.257270102683217e-06,18.75698950901925,8,JJ,1,by-path,by-path,by-paths,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
achievement,1,2.257270102683217e-06,18.75698950901925,11,NN,1,achiev,achiev,achiev,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
assistances,1,2.257270102683217e-06,18.75698950901925,11,NNS,1,assist,assist,assist,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
successively,1,2.257270102683217e-06,18.75698950901925,12,RB,1,success,success,success,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,RB
rightfully,1,2.257270102683217e-06,18.75698950901925,10,RB,1,right,right,right,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,RB
sir—shall,1,2.257270102683217e-06,18.75698950901925,9,NN,1,sir—shal,sir—shal,sir—shall,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
hade,1,2.257270102683217e-06,18.75698950901925,4,NN,1,hade,hade,had,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
shoeing,1,2.257270102683217e-06,18.75698950901925,7,VBG,1,shoe,shoe,sho,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
plough-irons,1,2.257270102683217e-06,18.75698950901925,12,NNS,1,plough-iron,plough-iron,plough-irons,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
hinckley,1,2.257270102683217e-06,18.75698950901925,8,NNP,1,hinckley,hinckley,hinckley,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
short-legged,1,2.257270102683217e-06,18.75698950901925,12,JJ,1,short-leg,short-leg,short-legged,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
hens,1,2.257270102683217e-06,18.75698950901925,4,NNS,1,hen,hen,hen,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
kickshaws,1,2.257270102683217e-06,18.75698950901925,9,NNS,1,kickshaw,kickshaw,kickshaw,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
backbite,1,2.257270102683217e-06,18.75698950901925,8,VB,1,backbit,backbit,backbit,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
fattest,1,2.257270102683217e-06,18.75698950901925,7,JJS,1,fattest,fattest,fattest,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
in—,1,2.257270102683217e-06,18.75698950901925,3,JJ,1,in—,in—,in—,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
best-govern,1,2.257270102683217e-06,18.75698950901925,11,JJ,1,best-govern,best-govern,best-govern,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
absolutely,1,2.257270102683217e-06,18.75698950901925,10,RB,1,absolut,absolut,absolv,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,RB
rocky,1,2.257270102683217e-06,18.75698950901925,5,JJ,1,rocki,rocki,rocky,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
false-derived,1,2.257270102683217e-06,18.75698950901925,13,JJ,1,false-deriv,false-deriv,false-derived,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
martyrs,1,2.257270102683217e-06,18.75698950901925,7,VBN,1,martyr,martyr,martyr,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
misdoubts,1,2.257270102683217e-06,18.75698950901925,9,NN,1,misdoubt,misdoubt,misdoubt,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
enrooted,1,2.257270102683217e-06,18.75698950901925,8,JJ,1,enroot,enroot,enroot,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
unfasten,1,2.257270102683217e-06,18.75698950901925,8,JJ,1,unfasten,unfasten,unfast,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
uprear,1,2.257270102683217e-06,18.75698950901925,6,JJ,1,uprear,uprear,uprear,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
fangless,1,2.257270102683217e-06,18.75698950901925,8,JJ,1,fangless,fangless,fangless,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
atonement,1,2.257270102683217e-06,18.75698950901925,9,NN,1,aton,aton,aton,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
encircled,1,2.257270102683217e-06,18.75698950901925,9,VBD,1,encircl,encircl,encirc,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
cheering,1,2.257270102683217e-06,18.75698950901925,8,VBG,1,cheer,cheer,che,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
opener,1,2.257270102683217e-06,18.75698950901925,6,JJ,1,open,open,op,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
intelligencer,1,2.257270102683217e-06,18.75698950901925,13,NN,1,intelligenc,intelligenc,intellig,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
sanctities,1,2.257270102683217e-06,18.75698950901925,10,NNS,1,sanctiti,sanctiti,sanct,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
up-swarm,1,2.257270102683217e-06,18.75698950901925,8,JJ,1,up-swarm,up-swarm,up-swarm,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
insinew,1,2.257270102683217e-06,18.75698950901925,7,JJ,1,insinew,insinew,insinew,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
handling,1,2.257270102683217e-06,18.75698950901925,8,NN,1,handl,handl,handl,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
after-times,1,2.257270102683217e-06,18.75698950901925,11,NNS,1,after-tim,after-tim,after-times,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
overween,1,2.257270102683217e-06,18.75698950901925,8,VBP,1,overween,overween,overween,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
gaultree,1,2.257270102683217e-06,18.75698950901925,8,NNP,1,gaultre,gaultre,gault,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
discoverers,1,2.257270102683217e-06,18.75698950901925,11,NNS,1,discover,discover,discov,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
new-dated,1,2.257270102683217e-06,18.75698950901925,9,JJ,1,new-dat,new-dat,new-dated,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
sortance,1,2.257270102683217e-06,18.75698950901925,8,NN,1,sortanc,sortanc,sort,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
overlive,1,2.257270102683217e-06,18.75698950901925,8,VB,1,overl,overl,overl,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
obstructions,1,2.257270102683217e-06,18.75698950901925,12,NNS,1,obstruct,obstruct,obstruct,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
yet-appearing,1,2.257270102683217e-06,18.75698950901925,13,JJ,1,yet-appear,yet-appear,yet-appearing,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
concurring,1,2.257270102683217e-06,18.75698950901925,10,VBG,1,concur,concur,concur,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
whenever,1,2.257270102683217e-06,18.75698950901925,8,WRB,1,whenev,whenev,whenev,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,WR
bruises,1,2.257270102683217e-06,18.75698950901925,7,NNS,1,bruis,bruis,bru,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
signories,1,2.257270102683217e-06,18.75698950901925,9,NNS,1,signori,signori,sign,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
roused,1,2.257270102683217e-06,18.75698950901925,6,VBN,1,rous,rous,rous,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
beavers,1,2.257270102683217e-06,18.75698950901925,7,NNS,1,beaver,beaver,beav,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
doted,1,2.257270102683217e-06,18.75698950901925,5,VBD,1,dote,dote,dot,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
digression,1,2.257270102683217e-06,18.75698950901925,10,NN,1,digress,digress,digress,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
misorder,1,2.257270102683217e-06,18.75698950901925,8,NN,1,misord,misord,misord,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
lavishly,1,2.257270102683217e-06,18.75698950901925,8,RB,1,lavishli,lavish,lav,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,RB
suggestion—,1,2.257270102683217e-06,18.75698950901925,11,NN,1,suggestion—,suggestion—,suggestion—,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
demure,1,2.257270102683217e-06,18.75698950901925,6,NN,1,demur,demur,dem,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
inflammation,1,2.257270102683217e-06,18.75698950901925,12,NN,1,inflamm,inflamm,inflam,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
sherris-sack,1,2.257270102683217e-06,18.75698950901925,12,NN,1,sherris-sack,sherris-sack,sherris-sack,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
two-fold,1,2.257270102683217e-06,18.75698950901925,8,JJ,1,two-fold,two-fold,two-fold,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
crudy,1,2.257270102683217e-06,18.75698950901925,5,NN,1,crudi,crudi,crudy,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
forgetive,1,2.257270102683217e-06,18.75698950901925,9,JJ,1,forget,forget,forget,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
delectable,1,2.257270102683217e-06,18.75698950901925,10,JJ,1,delect,delect,delect,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,JJ
warming,1,2.257270102683217e-06,18.75698950901925,7,NN,1,warm,warm,warm,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
pusillanimity,1,2.257270102683217e-06,18.75698950901925,13,NN,1,pusillanim,pusillanim,pusillanim,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
illumineth,1,2.257270102683217e-06,18.75698950901925,10,VBZ,1,illumineth,illumineth,illumine,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
commoners,1,2.257270102683217e-06,18.75698950901925,9,NNS,1,common,common,common,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
puffed,1,2.257270102683217e-06,18.75698950901925,6,VBD,1,puf,puf,puff,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
commences,1,2.257270102683217e-06,18.75698950901925,9,NNS,1,commenc,commenc,com,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,NN
tilled,1,2.257270102683217e-06,18.75698950901925,6,VBD,1,till,till,til,0,1,4.169925001442312,4.169925001442312,0.23166250008012845,4.169925001442312,0.0,4.169925001442312,VB
